pdb_id,molecule_name,entry_uniprot_accession,experimental_method,title
5q1m,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000740a
5q28,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000186a
5qf4,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOMB000144a
5qh5,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with NUOOA000224a
5qj9,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z768399682
5qpa,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with FMOPL000449a
5qra,"5-aminolevulinate synthase\, erythroid-specific\, mitochondrial",P22557,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human ALAS2A in complex with Z1101755952
5pbd,Bromodomain adjacent to zinc finger domain protein 2B,Q9UIF8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BAZ2B in complex with N09682a
5phd,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09419a
5qdv,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000574a
5qfj,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMSOA000814b
5qh6,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with NUOOA000259a
5qjb,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z1787627869
5qpu,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000733a
5qry,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z2856434890
5phb,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09447a
5qg0,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_XST00000280c
5qhf,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with NUOOA000301a
5qpo,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000574a
5qr2,"5-aminolevulinate synthase\, erythroid-specific\, mitochondrial",P22557,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human ALAS2A in complex with Z1348371854
5qs8,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury G177D variant in complex with Z1432018343
5pbc,Bromodomain adjacent to zinc finger domain protein 2B,Q9UIF8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BAZ2B in complex with N09724a
5qdr,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000089a
5qfp,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOMB000293a
5qgu,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with FMOPL000747a
5qq0,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with XST00000046b
5qs3,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z198195770
5pou,Bromodomain-containing protein 1,O95696,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BRD1 in complex with N10954a
5qjr,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z220816104
5qpp,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000512a
5qrn,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z54226006
5phm,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09455a
5po8,Bromodomain-containing protein 1,O95696,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BRD1 in complex with N07808b
5qh4,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with NUOOA000220a
5q1r,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000291a
5q1u,DNA cross-link repair 1A protein,Q6PJP8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCLRE1A in complex with FMOPL000351a
5qqf,Ras-related C3 botulinum toxin substrate 1,"O60229,P63000",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with MolPort-004-412-710
5qde,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000740a
5qp4,m7GpppN-mRNA hydrolase,Q8IU60,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of DCP2 (NUDT20) in complex with Z450133538
5qqg,Ras-related C3 botulinum toxin substrate 1,"P63000,O60229",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with MolPort-009-541-216
5qk8,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z1271660837
5qqi,Ras-related C3 botulinum toxin substrate 1,"P63000,O60229",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with MolPort-009-178-994
5qqi,Kalirin,"P63000,O60229",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with MolPort-009-178-994
5qer,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMSOA000847b
5qg2,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000275a
5qho,Protein FAM83B,Q5T0W9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of human FAM83B in complex with FMOPL000010a
5qjq,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z56791867
5qq5,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with PKTTA024495b
5qs0,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z274555794
5pbe,Bromodomain adjacent to zinc finger domain protein 2B,Q9UIF8,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of BAZ2B in complex with N09428a
5qdm,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000074a
5qfg,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOOA000523a
5qh1,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with NUOOA000181
5qq1,Farnesyl diphosphate synthase,Q8WS26,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of T. cruzi FPPS in complex with FMOPL000699a
5qrw,T-box transcription factor T,O15178,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human Brachyury in complex with Z1509882419
5qss,Cohesin subunit SA-1,Q8WVM7,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human STAG1 in complex with Z33452282
5qdf,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOPL000295a
5qeq,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_XST00000245b
5qgf,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOOA000539a
5qi8,Protein mono-ADP-ribosyltransferase PARP14,Q460N5,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human PARP14 Macrodomain 3 in complex with FMOPL000605a
5qk1,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z2027049478
5qqf,Kalirin,"O60229,P63000",X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Kalirin/Rac1 in complex with MolPort-004-412-710
5qf9,Tyrosine-protein phosphatase non-receptor type 1,P18031,X-ray diffraction,PanDDA analysis group deposition -- Crystal structure of PTP1B in complex with compound_FMOMB000242a
5qh8,Peroxisomal coenzyme A diphosphatase NUDT7,P0C024,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT7 in complex with PCM-0102558
5qjd,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition of models with modelled events (e.g. bound ligands) -- Crystal Structure of NUDT5 in complex with Z240297434
5phl,Lysine-specific demethylase 4D,Q6B0I6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD2D in complex with N09506a
5qxr,ATPase family AAA domain-containing protein 2,Q6PL18,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of ATAD2 in complex with DF849
5qxs,ATPase family AAA domain-containing protein 2,Q6PL18,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of ATAD2 in complex with DF852
5r5w,Tenascin,P24821,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of FIBRINOGEN-LIKE GLOBE DOMAIN OF HUMAN TENASCIN-C in complex with Z2856434942
5r96,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment KCL095 in complex with MAP kinase p38-alpha
5r24,Endothiapepsin,P11838,X-ray diffraction,"PanDDA analysis group deposition -- Endothiapepsin in complex with fragment F2X-Entry F04, DMSO-free"
5r5t,Tenascin,P24821,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of FIBRINOGEN-LIKE GLOBE DOMAIN OF HUMAN TENASCIN-C in complex with Z1251207602
5r94,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment KCL081 in complex with MAP kinase p38-alpha
5raq,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with FM001577a
5r65,Cleavage and polyadenylation specificity factor subunit 5,O43809,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of HUMAN CLEAVAGE FACTOR IM in complex with FMOPL000387a
5r9t,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N13477a in complex with MAP kinase p38-alpha
5rby,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library D11b
5rey,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102911
5rhc,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition SARS-CoV-2 main protease fragment screen -- Crystal Structure of SARS-CoV-2 main protease in complex with Cov_HetLib053 (Mpro-x2119)
5rle,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z1429867185
5qtp,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of NUDT5 in complex with AE-0227
5r0f,Pre-mRNA-splicing factor 8,"P33334,P32357",X-ray diffraction,"PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry D06, DMSO-free"
5r0f,A1 cistron-splicing factor AAR2,"P33334,P32357",X-ray diffraction,"PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry D06, DMSO-free"
5r4q,Cleavage and polyadenylation specificity factor subunit 5,O43809,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of HUMAN CLEAVAGE FACTOR IM in complex with NM466-1
5r80,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z18197050
5r9z,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N13502a in complex with MAP kinase p38-alpha
5rcd,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library H03a
5rfv,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102306
5rhl,Serine protease NS3,Q32ZE1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Zika virus NS3 Helicase in complex with Z425387594
